
2020-12-28 14:28:03,986: 't'
2020-12-28 14:28:04,087: Key.space
2020-12-28 14:28:14,778: 'g'
2020-12-28 14:28:14,917: 'o'
2020-12-28 14:28:15,019: 't'
2020-12-28 14:28:15,344: 'c'
2020-12-28 14:28:15,507: 'h'
2020-12-28 14:28:15,622: 'a'
2020-12-28 14:28:17,372: ','
2020-12-28 14:28:17,562: 'p'
2020-12-28 14:28:17,826: 'y'
2020-12-28 14:28:38,841: 'g'
2020-12-28 14:28:38,995: 'o'
2020-12-28 14:28:39,197: 't'
2020-12-28 14:28:39,484: 'c'
2020-12-28 14:28:39,635: 'h'
2020-12-28 14:28:39,812: 'a'
2020-12-28 14:28:40,692: '.'
2020-12-28 14:28:40,954: 'p'
2020-12-28 14:28:41,401: 'y'
2020-12-28 14:28:55,780: 'r'
2020-12-28 14:28:56,042: 'a'
2020-12-28 14:28:56,188: 'n'
2020-12-28 14:28:56,409: 'd'
2020-12-28 14:28:56,547: 'o'
2020-12-28 14:28:56,770: 'm'
2020-12-28 14:28:57,138: Key.enter
2020-12-28 14:28:59,753: Key.enter
2020-12-28 14:28:59,982: 'd'
2020-12-28 14:29:00,158: 'e'
2020-12-28 14:29:00,321: 'f'
2020-12-28 14:29:01,829: Key.space
2020-12-28 14:29:02,524: 'g'
2020-12-28 14:29:02,674: 'a'
2020-12-28 14:29:02,851: 'm'
2020-12-28 14:29:02,964: 'e'
2020-12-28 14:29:03,759: Key.shift_r
2020-12-28 14:29:03,872: '('
2020-12-28 14:29:04,074: ')'
2020-12-28 14:29:05,617: Key.enter
2020-12-28 14:29:06,510: Key.backspace
2020-12-28 14:29:07,214: Key.shift_r
2020-12-28 14:29:07,383: ':'
2020-12-28 14:29:07,695: Key.enter
2020-12-28 14:29:10,262: 'n'
2020-12-28 14:29:10,476: 'u'
2020-12-28 14:29:10,691: 'm'
2020-12-28 14:29:10,928: 'b'
2020-12-28 14:29:10,954: 'e'
2020-12-28 14:29:11,156: 'r'
2020-12-28 14:29:13,813: Key.space
2020-12-28 14:29:13,964: '='
2020-12-28 14:29:14,430: Key.space
2020-12-28 14:29:16,752: 'r'
2020-12-28 14:29:16,951: 'a'
2020-12-28 14:29:17,164: 'n'
2020-12-28 14:29:17,288: 'd'
2020-12-28 14:29:17,407: 'o'
2020-12-28 14:29:17,647: 'm'
2020-12-28 14:29:18,553: '.'
2020-12-28 14:29:18,853: 'r'
2020-12-28 14:29:19,068: 'a'
2020-12-28 14:29:19,269: 'n'
2020-12-28 14:29:19,385: 'd'
2020-12-28 14:29:19,512: 'i'
2020-12-28 14:29:19,664: 't'
2020-12-28 14:29:20,828: Key.enter
2020-12-28 14:29:28,699: Key.left
2020-12-28 14:29:29,017: Key.left
2020-12-28 14:29:29,982: Key.shift_r
2020-12-28 14:29:30,098: '('
2020-12-28 14:29:32,247: '0'
2020-12-28 14:29:32,627: ','
2020-12-28 14:29:33,734: '1'
2020-12-28 14:29:33,945: '0'
2020-12-28 14:29:34,069: '0'
2020-12-28 14:29:34,851: '0'
2020-12-28 14:29:37,136: Key.right
2020-12-28 14:29:39,845: Key.enter
2020-12-28 14:29:40,714: 't'
2020-12-28 14:29:40,915: 'r'
2020-12-28 14:29:41,063: 'e'
2020-12-28 14:29:41,190: 'i'
2020-12-28 14:29:41,315: 'd'
2020-12-28 14:29:42,523: Key.backspace
2020-12-28 14:29:42,939: Key.backspace
2020-12-28 14:29:43,166: Key.backspace
2020-12-28 14:29:43,811: 'i'
2020-12-28 14:29:43,936: 'e'
2020-12-28 14:29:44,148: 's'
2020-12-28 14:29:44,804: Key.space
2020-12-28 14:29:45,079: '='
2020-12-28 14:29:45,430: Key.space
2020-12-28 14:29:46,102: '1'
2020-12-28 14:29:47,953: Key.enter
2020-12-28 14:29:48,836: 'd'
2020-12-28 14:29:48,973: 'o'
2020-12-28 14:29:49,212: 'n'
2020-12-28 14:29:49,337: 'e'
2020-12-28 14:29:50,118: Key.space
2020-12-28 14:29:50,332: '='
2020-12-28 14:29:50,521: Key.space
2020-12-28 14:29:52,666: Key.shift
2020-12-28 14:29:52,768: 'F'
2020-12-28 14:29:52,945: 'a'
2020-12-28 14:29:53,120: 'l'
2020-12-28 14:29:53,471: 's'
2020-12-28 14:29:53,664: 'e'
2020-12-28 14:29:55,651: Key.enter
2020-12-28 14:29:56,346: Key.enter
2020-12-28 14:29:58,438: 'w'
2020-12-28 14:29:58,566: 'h'
2020-12-28 14:29:58,907: 'i'
2020-12-28 14:29:59,206: 'l'
2020-12-28 14:29:59,457: 'e'
2020-12-28 14:30:00,634: Key.space
2020-12-28 14:30:01,300: 'n'
2020-12-28 14:30:01,553: 'o'
2020-12-28 14:30:01,908: 't'
2020-12-28 14:30:02,247: Key.space
2020-12-28 14:30:03,253: 'd'
2020-12-28 14:30:03,383: 'o'
2020-12-28 14:30:03,581: 'n'
2020-12-28 14:30:03,691: 'e'
2020-12-28 14:30:04,261: Key.shift_r
2020-12-28 14:30:04,463: ':'
2020-12-28 14:30:04,792: Key.enter
2020-12-28 14:30:06,849: 'g'
2020-12-28 14:30:07,024: 'u'
2020-12-28 14:30:07,151: 'e'
2020-12-28 14:30:07,349: 's'
2020-12-28 14:30:07,476: 's'
2020-12-28 14:30:09,143: Key.space
2020-12-28 14:30:09,433: '='
2020-12-28 14:30:09,546: Key.space
2020-12-28 14:30:11,514: 'i'
2020-12-28 14:30:11,715: 'n'
2020-12-28 14:30:11,818: 't'
2020-12-28 14:30:14,831: Key.shift_r
2020-12-28 14:30:14,946: '('
2020-12-28 14:30:15,331: 'i'
2020-12-28 14:30:15,698: 'n'
2020-12-28 14:30:16,091: 'p'
2020-12-28 14:30:16,390: 'u'
2020-12-28 14:30:16,656: 't'
2020-12-28 14:30:20,819: Key.shift_r
2020-12-28 14:30:20,969: '('
2020-12-28 14:30:26,428: Key.shift_r
2020-12-28 14:30:27,071: '"'
2020-12-28 14:30:27,953: Key.shift
2020-12-28 14:30:27,994: 'E'
2020-12-28 14:30:28,383: 'n'
2020-12-28 14:30:28,619: 't'
2020-12-28 14:30:28,696: 'e'
2020-12-28 14:30:28,886: 'r'
2020-12-28 14:30:29,038: Key.space
2020-12-28 14:30:29,226: 'a'
2020-12-28 14:30:29,425: Key.space
2020-12-28 14:30:29,879: 'g'
2020-12-28 14:30:30,059: 'u'
2020-12-28 14:30:30,172: 'e'
2020-12-28 14:30:30,434: 's'
2020-12-28 14:30:30,561: 's'
2020-12-28 14:30:32,835: Key.shift_r
2020-12-28 14:30:32,998: ':'
2020-12-28 14:30:33,276: Key.space
2020-12-28 14:30:36,121: Key.right
2020-12-28 14:30:36,312: Key.right
2020-12-28 14:30:36,485: Key.right
2020-12-28 14:30:36,661: Key.right
2020-12-28 14:30:38,356: Key.left
2020-12-28 14:30:39,118: Key.enter
2020-12-28 14:30:43,017: Key.enter
2020-12-28 14:30:43,371: 'i'
2020-12-28 14:30:43,534: 'f'
2020-12-28 14:30:46,789: Key.space
2020-12-28 14:30:47,090: 'g'
2020-12-28 14:30:47,256: 'i'
2020-12-28 14:30:47,808: Key.backspace
2020-12-28 14:30:48,327: 'u'
2020-12-28 14:30:48,504: 'e'
2020-12-28 14:30:48,717: 's'
2020-12-28 14:30:48,855: 's'
2020-12-28 14:30:52,462: Key.space
2020-12-28 14:30:53,470: '='
2020-12-28 14:30:53,609: '='
2020-12-28 14:30:53,947: Key.space
2020-12-28 14:30:54,201: 'n'
2020-12-28 14:30:54,517: 'u'
2020-12-28 14:30:54,742: 'm'
2020-12-28 14:30:54,943: 'b'
2020-12-28 14:30:55,057: 'e'
2020-12-28 14:30:55,234: 'r'
2020-12-28 14:30:57,288: Key.shift_r
2020-12-28 14:30:57,451: ':'
2020-12-28 14:30:59,718: Key.enter
2020-12-28 14:31:00,589: 'd'
2020-12-28 14:31:00,727: 'o'
2020-12-28 14:31:00,916: 'n'
2020-12-28 14:31:01,001: 'e'
2020-12-28 14:31:02,434: Key.space
2020-12-28 14:31:03,553: '='
2020-12-28 14:31:03,980: Key.space
2020-12-28 14:31:06,065: Key.shift
2020-12-28 14:31:06,167: 'T'
2020-12-28 14:31:06,386: 'r'
2020-12-28 14:31:06,499: 'u'
2020-12-28 14:31:06,599: 'e'
2020-12-28 14:31:08,104: Key.enter
2020-12-28 14:31:09,327: 'p'
2020-12-28 14:31:09,618: 'r'
2020-12-28 14:31:09,745: 'i'
2020-12-28 14:31:09,982: 'n'
2020-12-28 14:31:10,070: 't'
2020-12-28 14:31:11,914: Key.shift_r
2020-12-28 14:31:12,218: '('
2020-12-28 14:31:13,796: Key.shift_r
2020-12-28 14:31:13,945: '"'
2020-12-28 14:31:15,560: Key.shift
2020-12-28 14:31:15,663: 'Y'
2020-12-28 14:31:15,964: 'o'
2020-12-28 14:31:16,228: 'u'
2020-12-28 14:31:16,470: Key.space
2020-12-28 14:31:17,135: 'w'
2020-12-28 14:31:17,313: 'o'
2020-12-28 14:31:17,528: 'n'
2020-12-28 14:31:19,608: Key.shift_r
2020-12-28 14:31:19,770: '!'
2020-12-28 14:31:21,336: Key.shift_r
2020-12-28 14:31:21,828: '"'
2020-12-28 14:31:30,007: Key.right
2020-12-28 14:31:30,492: Key.enter
2020-12-28 14:31:36,954: Key.backspace
2020-12-28 14:31:37,960: 'e'
2020-12-28 14:31:38,147: 'l'
2020-12-28 14:31:38,312: 's'
2020-12-28 14:31:38,550: 'e'
2020-12-28 14:31:39,210: Key.shift_r
2020-12-28 14:31:39,362: ':'
2020-12-28 14:31:45,076: Key.enter
2020-12-28 14:31:46,318: 't'
2020-12-28 14:31:46,509: 'r'
2020-12-28 14:31:46,689: 'i'
2020-12-28 14:31:46,814: 'e'
2020-12-28 14:31:47,091: 's'
2020-12-28 14:31:54,382: Key.space
2020-12-28 14:31:55,418: Key.shift_r
2020-12-28 14:31:55,594: '+'
2020-12-28 14:31:59,548: '='
2020-12-28 14:32:00,363: '1'
2020-12-28 14:32:01,677: Key.left
2020-12-28 14:32:01,827: Key.space
2020-12-28 14:32:03,948: Key.right
2020-12-28 14:32:04,549: Key.enter
2020-12-28 14:32:06,823: 'i'
2020-12-28 14:32:07,015: 'f'
2020-12-28 14:32:07,115: Key.space
2020-12-28 14:32:07,491: 'g'
2020-12-28 14:32:07,642: 'u'
2020-12-28 14:32:07,819: 'e'
2020-12-28 14:32:08,022: 's'
2020-12-28 14:32:08,147: 's'
2020-12-28 14:32:09,981: Key.space
2020-12-28 14:32:12,233: Key.shift
2020-12-28 14:32:12,372: '>'
2020-12-28 14:32:14,171: Key.space
2020-12-28 14:32:14,561: 'n'
2020-12-28 14:32:14,787: 'u'
2020-12-28 14:32:15,015: 'm'
2020-12-28 14:32:15,477: 'b'
2020-12-28 14:32:15,615: 'e'
2020-12-28 14:32:15,793: 'r'
2020-12-28 14:32:17,725: Key.shift_r
2020-12-28 14:32:17,863: ':'
2020-12-28 14:32:19,126: Key.space
2020-12-28 14:32:19,265: Key.enter
